id,user,date,timestamp,commentText,likes,hasReplies,numberOfReplies,replies.id,replies.user,replies.date,replies.timestamp,replies.commentText,replies.likes
UgwHM2FF0uXDk3tQj2p4AaABAg,king lion,2 days ago,1531936233988,"3:25 this was a warning from God!
God protect President Trump!",13,true,2,,,,,,
,,,,,,,,UgwHM2FF0uXDk3tQj2p4AaABAg.8iog0odqp8n8iogy25nblz,We the people,2 days ago,1531936234455,Great discernment King Lion,0
,,,,,,,,UgwHM2FF0uXDk3tQj2p4AaABAg.8iog0odqp8n8iqD7rSLE04,Hawkzblade,2 days ago,1531936234462,"he wont be protected from the bullet
#deadmanwalking",0
UgyiY21TqSsDJnVGA3J4AaABAg,Jacob Walls,2 days ago,1531936233997,I like Putin....Putin it in that ass....haha,0,false,0,,,,,,
Ugz24OIpkg_oSoqvaMl4AaABAg,v8 dave,2 days ago,1531936234004,I Would Never Trust an American EVER...Russia/China take these American Assholes on ...Lets Nuke EM,0,false,0,,,,,,
Ugz1bwL9Ev6KOqy43Zt4AaABAg,bilimage,2 days ago,1531936234014,"The situation in USA is so pathetic... Pathetic president, Pathetic congres, pathetic corporate media... And they are leading the world into a pathetic futur...",0,false,0,,,,,,
UgxtkskUerJjyPJdCd54AaABAg,Future Sight,2 days ago,1531936234026,3:30 Full Faith that God doesn’t like fibbers Mr. President but I understand that you got to play the game,0,false,0,,,,,,
UgxpjDnn6hF21_fHbp54AaABAg,Future Sight,2 days ago,1531936234033,3:30 Full Faith that God doesn’t like fibbers Mr. President but I understand that you got to play the game,0,false,0,,,,,,
UgwJmhQsK0TSQ2Q4m0t4AaABAg,Solo Traveler,2 days ago,1531936234037,I knew it. The media's orchestrated outrage is fake!,0,false,0,,,,,,
UgxzLm2K3Io8eVHfZaB4AaABAg,j valenz,2 days ago,1531936234045,Dumbold tRUMp PUTOinS BITCH,0,true,1,,,,,,
,,,,,,,,UgxzLm2K3Io8eVHfZaB4AaABAg.8ioeIqaoYWx8ipKrSDqiuh,Giovanni Gentile,2 days ago,1531936234422,j valenz 🖕🖕🖕🖕🖕,0
UgypObSoEgWQGt2Ym6B4AaABAg,Sarah Mia,2 days ago,1531936234054,I love PRESIDENT PUTIN. President 🍊Got Played like a Flute.  Putin2020.MOTHER RUSSIA 😲,0,false,0,,,,,,
UgzJYo4FYuMO4WX2kC54AaABAg,Andrew Zebrun III,2 days ago,1531936234059,Evil is getting removed from Earth~! #Qanon #NoNWO,1,false,0,,,,,,
Ugw2VeGzMpMy04RlIPt4AaABAg,Draco04,2 days ago,1531936234067,Awwwww he finally got to see his boyfriend. I wonder who paid for the date...,0,true,1,,,,,,
,,,,,,,,Ugw2VeGzMpMy04RlIPt4AaABAg.8iodz-Z5E4B8ioplyKo2GY,lee isaac,2 days ago,1531936234377,Draco04 get off the Donald's dick dude,0
UgyvPdns4aJZmRmS0mN4AaABAg,Zavi Zavi,2 days ago,1531936234072,Satánberg,0,false,0,,,,,,
Ugx_BXbrvb1XXKS9O-N4AaABAg,jeek,2 days ago,1531936234080,Trump is smarter than any republicans or democrats in USA !,11,false,0,,,,,,
Ugw-H-9ay4sdPWaYzOp4AaABAg,Tracy Crawford,2 days ago,1531936234085,I think even Putin is surprised at how well this all worked out. Putin/Trump 2020.,6,false,0,,,,,,
UgyBWYHIecQzTEa581V4AaABAg,DAR Ter,2 days ago,1531936234091,Waste of money,0,false,0,,,,,,
UgwCo6oaVzPv9YxXi794AaABAg,Pamela Melvin,2 days ago,1531936237371,"Does this LIAR IN CHIEF think we are stupid???  We can see very clearly thru his LIES since everything is captured on videos.  Thus, the media is only showing/reporting exactly what YOU, YOURSELF are saying and doing.  PATHETIC piece of inhumanity!!!",1,true,4,,,,,,
,,,,,,,,UgwCo6oaVzPv9YxXi794AaABAg.8iodKJLN-RK8iofFofV3K5,Nate Mauratt,2 days ago,1531936238013,Pamela Melvin is it lonely in your bubble?,0
,,,,,,,,UgwCo6oaVzPv9YxXi794AaABAg.8iodKJLN-RK8iolpMPJC58,MFB,2 days ago,1531936238023,She talks to door knobs more often.,0
,,,,,,,,UgwCo6oaVzPv9YxXi794AaABAg.8iodKJLN-RK8iomuUMSwi3,Pamela Melvin,2 days ago,1531936238031,Nate Mauratt No it ain't!!!!,0
,,,,,,,,UgwCo6oaVzPv9YxXi794AaABAg.8iodKJLN-RK8iouuenbb_I,Pamela Melvin,2 days ago,1531936238038,MFB wake up!!!,0
UgzguOB450HBKW3-Cwt4AaABAg,Lady Death,2 days ago,1531936237384,Wow..your heads are still so far up trumps huge ass that you really did not just see and hear how he praised a killer and denounced America?!.. You fucking wackos need to be exterminated along with your orange daddy!!!,0,false,0,,,,,,
UgxZSYBxxh_cjV95i2l4AaABAg,Error 404,2 days ago,1531936237392,"Putin couldve taken a shit on Tumps face and Trump wouldve said 'the relationship is better than it has ever been before""",1,false,0,,,,,,
Ugxn1a1QDvysn7YvCZZ4AaABAg,Julien Aerts,2 days ago,1531936237400,Russian propaganda video,1,false,0,,,,,,
UgwGNjme_sM0Vx7wyq14AaABAg,Vanya Lasagna,2 days ago,1531936237409,listen guys don't get too happy Donald Trump is a flip-flopper pay attention to every word he says if we we might get along Russia or we might not what happens when Syria gets bombed next time don't be fooled just remember another false flag in Syria is coming up Donald Trump just gave a lot of money to the white helmets so don't be too happy,1,false,0,,,,,,
UgzXWH6dQUHBEBTKsjh4AaABAg,Follow Jesus,2 days ago,1531936237415,"Acts 3:19 Repent therefore, and be converted, that your sins may be blotted out, when the times of refreshing shall come from the presence of the Lord.",2,true,1,,,,,,
,,,,,,,,UgzXWH6dQUHBEBTKsjh4AaABAg.8iochurrMV78iohcDvaiYw,Monkismo,2 days ago,1531936237959,Follow Jesus did a talking snake tell you that?,0
UgwhF7BiiNJCqDt2-gJ4AaABAg,Dan•M,2 days ago,1531936237426,Yay since we not paying for other countries defense bill we still need to increase our defense budget by $16b next year instead of dropping it to $500b total and using that extra $216b for for education and making the next generation of America some of the smartest people on the planet.. the education of future generations that will run this county is almost as important as defense in my opinion,0,false,0,,,,,,
UgwbaKRuKKrYNnXwGdJ4AaABAg,Apache 247,2 days ago,1531936237434,Trump doing a good job....I love it make America great again.. and Americans first....🇺🇸👍👍👍,4,false,0,,,,,,
UgyoTEN031S6kksjT5x4AaABAg,Unlucky ihavenocash,2 days ago,1531936237443,Notice how he covers his chest when the lights go out... heart attack gun 🤨,0,false,0,,,,,,
UgwuYZwmJWunQMW9T8h4AaABAg,waffle man 1,2 days ago,1531936237450,"RT is funded by russians
LOLLLLL",0,false,0,,,,,,
UgyB5naFABwGoO2RkRV4AaABAg,RobertMStahl,2 days ago,1531936237456,"Try understanding 
Laz Escenaro 
You don't try, do you? 

Mossad! 
ISRAEL IS BOMBING 
MADLY
MADLY
BOMBING PALESTINIANS 
WHORES
Right, now!
WHERE IS any intelligence ?????
The ACTING Security Council, Satan before Jesus? Geez.
Lies
SkyScythe1
AT&T is Pinocchio
Red is red
Starvation around the corner, really?",0,false,0,,,,,,
UgzaO2j-9VaqJrYf-A14AaABAg,Unlucky ihavenocash,2 days ago,1531936237466,He’s making all the right moves... but I’m cautious,0,false,0,,,,,,
UgwvNlp-7LPjigpJtsl4AaABAg,The Impaler,2 days ago,1531936237471,"If Russia had any evil intentions toward the u.s., they would've allowed Hillary Clinton to win. 
  She and her evil empire would surely have led america into war with russia,  and the u.s. would've been destroyed. 
Putin is doing everything in his power to avert world disaster, and humanity owes him a big debt of gratitude.",39,true,6,,,,,,
,,,,,,,,UgwvNlp-7LPjigpJtsl4AaABAg.8iobjR9jDHm8iofdNhCRj2,Sammy Taylor,2 days ago,1531936238260,The Impaler putin is a ex-KGB spy! He played dump on the world stage for this clown to bash our intelligence agencies and defend Russia on the world stage Putin has something on this man who knows Putin's probably got the nuclear codes by now. I hate Hillary but this man here is a treasonous lying bastard,2
,,,,,,,,UgwvNlp-7LPjigpJtsl4AaABAg.8iobjR9jDHm8iopgQiReK5,William Bravo,2 days ago,1531936238264,The Impaler LOL. You suck at trolling.,4
,,,,,,,,UgwvNlp-7LPjigpJtsl4AaABAg.8iobjR9jDHm8iozmroLrXb,Bodhi,2 days ago,1531936238272,Us would be destroyed lol? What about russia you troll,1
,,,,,,,,UgwvNlp-7LPjigpJtsl4AaABAg.8iobjR9jDHm8ip0cMO6HXz,Chris Petets,2 days ago,1531936238276,Destroyed haha you can try slavic nigger,0
,,,,,,,,UgwvNlp-7LPjigpJtsl4AaABAg.8iobjR9jDHm8ipPH25zpFH,Andre DeL.,2 days ago,1531936238284,"Interesting how small your brain is? The  World is on the last edge, and these Presidents trying to solve this problems and save this civilization, massed up  by Obama, Clinton and their masters.",0
,,,,,,,,UgwvNlp-7LPjigpJtsl4AaABAg.8iobjR9jDHm8ipcNX0pkwt,Hgktkd Jdhbvso,2 days ago,1531936238290,Andre DeL. Preach brother Andre (waves hands religiously),0
UgyL0AizPuIQiV8G4up4AaABAg,Exitcoldwar,2 days ago,1531936237483,"We must be alerted by the serious fact that the Boers are forced to leave South Africa! And we should avoid ghetto forming, wherever in the world, and that’s why integration is so important!",0,false,0,,,,,,
UgxX0N45BkPQnw13CEh4AaABAg,Oliver,2 days ago,1531936237491,"All haters,  please think of all the dirty sick satanics pedos crimes.  About the hillary and all her friends  will be public knowledge!  And if you support them . Just think what people are going to think of you! I hope for your sakes,  it is not true !",8,true,4,,,,,,
,,,,,,,,UgxX0N45BkPQnw13CEh4AaABAg.8iobMtJRPRc8iojd-AD4ji,Hakapik,2 days ago,1531936238070,Hillary LOST the election dumbass... you can stop talking about her now. She is completely irrelevant and to chirp chirp her name like you dumbasses do only PROVES you are dumbasses.,0
,,,,,,,,UgxX0N45BkPQnw13CEh4AaABAg.8iobMtJRPRc8ipdHRWHhys,Hgktkd Jdhbvso,2 days ago,1531936238076,"It is true Oliver I am really computer wise and i knew about pizzagate and the disgusting satanic rituals her and hers were and are involved in, talking ritual infanticide, child sex trafficking, extortion,murder,treason,fast and furious program, direct dealings with drug cartels.",0
,,,,,,,,UgxX0N45BkPQnw13CEh4AaABAg.8iobMtJRPRc8ipdUTwzsNt,Hgktkd Jdhbvso,2 days ago,1531936238082,Hakapik she's a criminal we should indight her and people attached to her. Lots to see just dig and convict.,0
,,,,,,,,UgxX0N45BkPQnw13CEh4AaABAg.8iobMtJRPRc8ipdiOhsebP,Hgktkd Jdhbvso,2 days ago,1531936238091,"Hakapik if someone stole your car you'd call the police if someone kidnapped your child you wouldn't just let it go, so STFU criminals need to be held accountable.",0
UgzaGCh0DZTHVxF7mo54AaABAg,PARAMESWARA,2 days ago,1531936237503,Lol dickhead future terrorist as a president fuck murica .,0,false,0,,,,,,
UgxvZL1D019FVFgd9iB4AaABAg,Daryl Leckt,2 days ago,1531936237514,at this point there are patriotic americans and then there are trump supporters.,2,false,0,,,,,,
UgwZAL0RGXUODHwXBoR4AaABAg,Ramon Capinpin,2 days ago,1531936237524,"Trump is always RIGHT the foe of the Americans is not Russia but the European Union and their FAKE NEWS MEDIA APPARATUS...like CNN, FOX NEWS, ABC, CBS, NBC and even ESPN. The European Union is actually a CARTEL set up with the help of the GLOBALIST BILLIONAIRES who made their fortunes from the COMPUTER and INTERNET technology BONANZA who wants to control the ECONOMY of the world. These GLOBALIST had investments all over the world and they are very powerful because they have DIABOLICAL power.",10,false,0,,,,,,
UgysMFiEYGrsXAAoeZx4AaABAg,Ben Hartley,2 days ago,1531936237535,I wonder why he’s back tracking on his statement regarding Russian “interference.” Playing both sides maybe?,3,false,0,,,,,,
UgzPIjmRoY6t782KyVJ4AaABAg,Denis Duquette,2 days ago,1531936237543,Trump is very good at insulting people on twitter but does not have the courage to say it in front of people,1,false,0,,,,,,
UgwHO4DtCUVA_JxpRql4AaABAg,Israel Did 911,2 days ago,1531936239230,Lol! Listen to this shit head he's so stupid:) the jew poppet is out of control:),0,false,0,,,,,,
UgwiaxpT1CUm-VRk-JB4AaABAg,I Nochomo,2 days ago,1531936239235,JOHNNY GOSCH DIDN'T KIDNAPPED HIMSELF THE FBI SEX TRAFFICKERS CORRUPT POS TOOK HIM FOR GOV PEDORING!,0,false,0,,,,,,
UgwQdnYH9s-9uod2USZ4AaABAg,Neal Hagan,2 days ago,1531936239243,the line in the sand is clear.collaborators who side with treasonous trump against real american patriots.,1,false,0,,,,,,
UgymQt6e5-zz1JOnsB54AaABAg,Exitcoldwar,2 days ago,1531936239250,🇪🇺🇷🇺🇺🇸💪👏👍,3,false,0,,,,,,
Ugw7dhNPANFJhwFvqZJ4AaABAg,C.S. Goes Hard,2 days ago,1531936239256,"https://youtu.be/wlIXpR5UbCU
Breakdown of what actually happened at the Trump Putin Summit, the absurd social media hearing, and why James Brennan is so angry these days... Check it out and share if you dig... Cheers!",0,false,0,,,,,,
UgzriSKiCkIe8qLXFg54AaABAg,R A,2 days ago,1531936239264,You met with your Boss for your annual review. You’re the weakest man-child ever to occupy the White House.,5,true,1,,,,,,
,,,,,,,,UgzriSKiCkIe8qLXFg54AaABAg.8ioaGt4X7Ei8iodn_Er4bg,Ze Silva Carneiro,2 days ago,1531936239759,"R A weakest man child, that put North Korea to its knees. Sir you are mindless. You are suffering from trump derangement.",3
UgzvsLTzMHTK7peLOzN4AaABAg,Lena Romero,2 days ago,1531936239271,"Scary the evil ones are after you, God protect you president Trump.",62,true,17,,,,,,
,,,,,,,,UgzvsLTzMHTK7peLOzN4AaABAg.8ioaAPeoZTz8ioefP1jPii,SlimHooligan,2 days ago,1531936240142,Lena Romero wtf,6
,,,,,,,,UgzvsLTzMHTK7peLOzN4AaABAg.8ioaAPeoZTz8ioiGDFaOfC,Hakapik,2 days ago,1531936240149,Fuck off you dumb fuckstain. Go get punched in the face..,4
,,,,,,,,UgzvsLTzMHTK7peLOzN4AaABAg.8ioaAPeoZTz8ioikkmpvWF,One Piece,2 days ago,1531936240153,Lena Romero Russian troll,3
,,,,,,,,UgzvsLTzMHTK7peLOzN4AaABAg.8ioaAPeoZTz8iome3dd_3H,God Damnit,2 days ago,1531936240161,"Lena Romero 
Noice b8!",0
,,,,,,,,UgzvsLTzMHTK7peLOzN4AaABAg.8ioaAPeoZTz8iommtXfYXC,M Skallywagg,2 days ago,1531936240165,What a bellend,1
,,,,,,,,UgzvsLTzMHTK7peLOzN4AaABAg.8ioaAPeoZTz8ionYSvyYJQ,Christopher Hamill,2 days ago,1531936240173,"Russia if your listening SUCK MY BIG RED WHITE AND BLUE DINGUS  (DINGUS  = PENIS FOR YOUR TRANSLATOR) And the next REAL PRESIDENT   will run on bring your weak ass economy to its hands and knees, because your already on your knees, God forgives AMERICA DOESNT!!!!!!",3
,,,,,,,,UgzvsLTzMHTK7peLOzN4AaABAg.8ioaAPeoZTz8iotgeA0YRi,Veracity North,2 days ago,1531936240177,Lena - You have way too many screws loose in your head. Trump's moving to Russia soon please join him.,0
,,,,,,,,UgzvsLTzMHTK7peLOzN4AaABAg.8ioaAPeoZTz8iowcLS3g4q,Adam and Eve our first parents,2 days ago,1531936240187,"SlimHooligan pray repent be born again, linked testimonials my account",1
,,,,,,,,UgzvsLTzMHTK7peLOzN4AaABAg.8ioaAPeoZTz8iozlRBCy8Y,Lena Romero,2 days ago,1531936240193,Hakapik you obnoxious fool,2
,,,,,,,,UgzvsLTzMHTK7peLOzN4AaABAg.8ioaAPeoZTz8iozq-2vFis,Lena Romero,2 days ago,1531936240199,Christopher Hamill sick liberal wash your mouth out with peroxide lol,2
,,,,,,,,UgzvsLTzMHTK7peLOzN4AaABAg.8ioaAPeoZTz8ip6i1fWC6v,Star Top,2 days ago,1531936240204,Lena if thats your real picture you look like SHIT.,0
,,,,,,,,UgzvsLTzMHTK7peLOzN4AaABAg.8ioaAPeoZTz8ipB9kn_7qc,Lena Romero,2 days ago,1531936240210,"Hakapik geeze you lefties are so rude and unpleasant, I walked away but should  have run, . You idiots have no idea about what's going on,  this president is in a fight with the NWO,  do you know what that means,  these globalists hate your stinky asses. They want your vote and will send you to war on the same day. What lack of knowing,  and it's the great majority of the left, have no idea whatsoever about what Trump is battling.",2
,,,,,,,,UgzvsLTzMHTK7peLOzN4AaABAg.8ioaAPeoZTz8ipBe5ZipQX,Awaken Baked,2 days ago,1531936240216,"Hakanoogie - You shut your fucking mouth, you woman beating sack of shit! You probably beat your own mother's ass, don't you cum stain? Your mom should have swallowed you.",2
,,,,,,,,UgzvsLTzMHTK7peLOzN4AaABAg.8ioaAPeoZTz8ipCKUS6Oe_,Awaken Baked,2 days ago,1531936240225,"Lena - They are too retarded to know what the New World Order is, or the Deep State. I smoke hella weed, and even I know what's up.",1
,,,,,,,,UgzvsLTzMHTK7peLOzN4AaABAg.8ioaAPeoZTz8ipCudcmaUT,Awaken Baked,2 days ago,1531936240233,"Star 80 - She looks better than your mom, so what are you trying to say about your mom? If you say she looks like shit, and your mom looks like a toad, wouldn't she be devastated to know this? Don't hurt your mom's feelings like that, she brought your ungrateful ass into this world.",2
,,,,,,,,UgzvsLTzMHTK7peLOzN4AaABAg.8ioaAPeoZTz8ipP6Y2d6rZ,Wes,2 days ago,1531936240238,pee pee tapes,1
,,,,,,,,UgzvsLTzMHTK7peLOzN4AaABAg.8ioaAPeoZTz8iqD0VoyKxG,Hawkzblade,2 days ago,1531936240243,"the devil will not let the bastard back in hell, irs where he is going.",0
UgznEa-E-OsoLuHX6sZ4AaABAg,MrEnglewood78,2 days ago,1531936239281,"Trump is the real enemy to u.s. troops, not NFL players.",6,true,14,,,,,,
,,,,,,,,UgznEa-E-OsoLuHX6sZ4AaABAg.8io_d3t2lip8ip3ME9PBSn,doubleGi,2 days ago,1531936240415,you want to attack russia?,1
,,,,,,,,UgznEa-E-OsoLuHX6sZ4AaABAg.8io_d3t2lip8ip4h6gKPyN,MrEnglewood78,2 days ago,1531936240422,doubleGi just pointing out trump and his supporters hypocrisy.,0
,,,,,,,,UgznEa-E-OsoLuHX6sZ4AaABAg.8io_d3t2lip8ipCsm1_eWP,Omnipresent Baguette,2 days ago,1531936240426,"MrEnglewood78 not kidding you want war its not good 
Time for peace > Peace for time",2
,,,,,,,,UgznEa-E-OsoLuHX6sZ4AaABAg.8io_d3t2lip8ipI8m81PAz,MrEnglewood78,2 days ago,1531936240432,"Omnipresent Baguette u.s. and Russia already in a proxy war in Syria. Maybe if Russia and u.s. go head up,  people in other countries may save themselves instead of allowing both u.s. and Russia use them for u.s. and Russia gain.",0
,,,,,,,,UgznEa-E-OsoLuHX6sZ4AaABAg.8io_d3t2lip8ipImZeu4Yy,doubleGi,2 days ago,1531936240435,"MrEnglewood78 I'm European, I just want to understand what's going through your mind. Why is he enemy to u.s. troops?",3
,,,,,,,,UgznEa-E-OsoLuHX6sZ4AaABAg.8io_d3t2lip8ipR_eHYoAJ,MrEnglewood78,2 days ago,1531936240442,"doubleGi why was NFL players enemies to u.s. troops? Trump claimed they are anti American for kneeling against fascist behavior by many cops, how did that make NFL players anti-American? I mean you say you're European, so you should understand fighting against fascism, well that depends what country you're from.  But anyway trump is anti-American for believing Russia, neither intelligence agencies can point the finger, but speaking about u.s., if NFL players are anti-American, trump committed treason.",0
,,,,,,,,UgznEa-E-OsoLuHX6sZ4AaABAg.8io_d3t2lip8ipcSn27jbV,Soj. H,2 days ago,1531936240447,"MrEnglewood78, why is Trump “the real enemy to u.s. troops”?",1
,,,,,,,,UgznEa-E-OsoLuHX6sZ4AaABAg.8io_d3t2lip8ipclHAVhWV,MrEnglewood78,2 days ago,1531936240454,Soj. H why are NFL players enemies and disrespectful to u.s. troops?,0
,,,,,,,,UgznEa-E-OsoLuHX6sZ4AaABAg.8io_d3t2lip8ipdzxASHDB,Hgktkd Jdhbvso,2 days ago,1531936240458,Hypocritical how define your insult so I may rip it apart with logic and send you on you weak ass way.,0
,,,,,,,,UgznEa-E-OsoLuHX6sZ4AaABAg.8io_d3t2lip8ipeDVxNnY7,Hgktkd Jdhbvso,2 days ago,1531936240465,"doubleGi this retard is only one opinion out of 300 million you should ask someone more well informed. And non biased, not me though cause I like trump.",0
,,,,,,,,UgznEa-E-OsoLuHX6sZ4AaABAg.8io_d3t2lip8ipehHkG3x0,Hgktkd Jdhbvso,2 days ago,1531936240469,"I troll hard, im everywhere on YouTube you cannot escape the flogging accept your stupidity. The first stage to recovery is acceptance 😇😇😇😇 fuck around and get trolled.",0
,,,,,,,,UgznEa-E-OsoLuHX6sZ4AaABAg.8io_d3t2lip8ipeyiDPS-I,Hgktkd Jdhbvso,2 days ago,1531936240475,Soj. H he isn't but weak ass arguments deserve weak accusations and minds to direct said weak ass arguments.,0
,,,,,,,,UgznEa-E-OsoLuHX6sZ4AaABAg.8io_d3t2lip8iqBpY_pm9P,doubleGi,2 days ago,1531936240480,"When national anthem plays, you stand up, not to show your submision to the state, but to show respect to everyone around you. They stand to show respect to you, you stand to show respect to them. Those that kneeled didn't give fuck you to the state, they gave one big fuck you to everyone on that stadium and to everyone that watched it on TV. They were saying that as a person, you're not worthy enough for them to stand up.

Regarding your ""fascist"" police... your police officer has around 25x bigger chance to die when dealing with black person, then when dealing with white or asian one. Your blacks also commit around 50% of all crime  and violations in the country and there's only 38 million of them. Not my stats, your FBI's stats. I've seen bunch of videos of when some black got shot by cops, like 90% of them resulted in a kill because your blacks couldn't follow a simple rule like: Raise your hands and get on your knees and started reaching, walking toward the cop and shit like that. Now if I was a cop and I had 25x bigger chance to die when dealing with black person then with white or asian, that shit would make me uncomfortable too and nervous. Especially if you're dealing with this day after day and you're trying to get home alive, back to your family. Still, even with 25x bigger chance to get shot, your statistics show that on average, per persona, your cops kill almost exactly the same amount of blacks, whites and asians and if it was me, with 25x bigger chance to get shot by blacks, I'm sure I would shoot way more blacks then whites or asians in this situations lol. 

Your intelligence agencies.... I still remember them telling whole world and Powell having presentation in UN about Iraq and their weapons of mass destruction. Did Russia influence your elections? Probably yes, but most likely just by publishing, Clinton's files, which should have been done by your media anyway. Did they meddle in your elections directly? Probably not,but that doesn't mean Russian citizens didn't. Frankly, whole world messed into your elections, including myself. I think I wrote more then 1000 comments and arguments to americans, during your elections. As a European I don't really like neither the coup you did in Ukraine, neither the idea of getting Ukraine into EU or nato and get NATO on Russian border, neither you putting the rocket shield close to their territory or you sanctioning them. Because while you people are fucking around and playing political games from far away, it will be my ass on the line and my quality of life in danger and if your choice of the president might have influence on my life, I will try to have influence on who you vote. Vast majority of those ""Russian bots"" were Europeans, normal Russian citizens, Indians, ... that didn't like Hillary talking how hacking is declaration of war and her talking about bombing of Russian cities. If the bitch got elected and kept pushing such shit, it could have resulted in either nuclear war or regular war and if it was regular war, it would be on territory of EU and Russia and I'm not dying or having my house fucked up, because crazy bitch on other side of the ocean felt bombing cities is ok if someone hacks you. So you see, millions of people like me tried to influence your elections and get you all to elect Trump and maybe, instead of acting like bunch of childreen (you fuckers are influencing elections all around the world anyway so it's hillarious that you're bitching now that it happened to you), you can thank us, you might have been burning in nuclear hellfire by now, if she was elected as your president :) Greeting from EU o7 And btw, my life is worth more then your shitty elections.",1
,,,,,,,,UgznEa-E-OsoLuHX6sZ4AaABAg.8io_d3t2lip8itKsC-_tlg,Soj. H,1 day ago,1532022640486,"MrEnglewood78, you tell me. These are the claims you made, not me.",0
UgwtA1iZi-7WwzN1H3R4AaABAg,Sage & Fool,2 days ago,1531936239290,"LOL Trump ""When I left everyone was thrilled""! So funny.",3,false,0,,,,,,
Ugwukk8G8NaCBpZegdp4AaABAg,Orangutan,2 days ago,1531936239295,EXECUTE ALL LIBERALS,1,false,0,,,,,,
UgygMG4GLXEHIZv8SfR4AaABAg,Seventh Anubis,2 days ago,1531936239302,NATO secretary Sultan-Berg...LOL,0,false,0,,,,,,
UgwePeTbdlkHhRtWGmt4AaABAg,sam larsson,2 days ago,1531936239309,"Hey russia!
Did you fix Admiral Kuznetzov yet?",0,false,0,,,,,,
UgzHmB62hykKnlUs58J4AaABAg,laurie hamilton,2 days ago,1531936239318,If the meeting with Putin went so well why is Trump talking about Weapons? Do Putin & Trump know something about WW3 that we don't.,0,true,1,,,,,,
,,,,,,,,UgzHmB62hykKnlUs58J4AaABAg.8ioZuwYSteg8ioaHqnt66f,laurie hamilton,2 days ago,1531936239728,"Hay about that big man cave that the military build in Texas under the airport do you think that Putin & other Russians will be invited in, or is it like the ark movies where you have to be rich to get in. I wonder what they will have on the Menu, do you sapotas it will be there fellow Man.",0
Ugy7XWV5qCFmddWsKjB4AaABAg,A.S.,2 days ago,1531936239325,Support Trump 100% Trump 2020,27,true,6,,,,,,
,,,,,,,,Ugy7XWV5qCFmddWsKjB4AaABAg.8ioZrCBiI5x8ioiodu7Gfx,Mel H,2 days ago,1531936239803,A.S. are you a Russian?,1
,,,,,,,,Ugy7XWV5qCFmddWsKjB4AaABAg.8ioZrCBiI5x8iooOhpOPNp,Z Z,2 days ago,1531936239810,Why wait so long? Putin 2018!,0
,,,,,,,,Ugy7XWV5qCFmddWsKjB4AaABAg.8ioZrCBiI5x8ioppJJCPWD,William Bravo,2 days ago,1531936239815,A.S. RT commenters are amazingly stupid.,0
,,,,,,,,Ugy7XWV5qCFmddWsKjB4AaABAg.8ioZrCBiI5x8iot6JDc6nR,A.S.,2 days ago,1531936239824,William Bravo stupid YOURSELF 👹👹👹👹👹,0
,,,,,,,,Ugy7XWV5qCFmddWsKjB4AaABAg.8ioZrCBiI5x8iotMaFKvDK,Lionel Ducote,2 days ago,1531936239827,Count me in!  Make America Great Again!,1
,,,,,,,,Ugy7XWV5qCFmddWsKjB4AaABAg.8ioZrCBiI5x8iqD2r2K3tD,Hawkzblade,2 days ago,1531936239837,only traitors support traitors.,0
UgyZVzol4HLopCiFQ8F4AaABAg,Canadian N Socialist Party,2 days ago,1531936239333,He who can see passed the lies of this life will be free look to the Lord for he is life look not at trump but the Lord for he give life,0,false,0,,,,,,
UgxngJ4l-2ofnOXD3Ax4AaABAg,Screamin Mime,2 days ago,1531936239341,He is supposed to have full faith in in the Intel Agency that was redacting information to be shown to the Senate and advising one of their own agents on what he could and couldn't say during the House Oversight meeting last week?,0,false,0,,,,,,
UgwVLdCjQFX6fnhPSkh4AaABAg,Neil C,2 days ago,1531936239345,You need to pull out of members of NATO we pay too much,0,true,2,,,,,,
,,,,,,,,UgwVLdCjQFX6fnhPSkh4AaABAg.8ioZIl_ss5C8io_zfdyTI-,bratic80,2 days ago,1531936239705,Neil C Russia isn’t a member of nato,0
,,,,,,,,UgwVLdCjQFX6fnhPSkh4AaABAg.8ioZIl_ss5C8iob0eBCb-W,Neil C,2 days ago,1531936239713,bratic80 2016 yes they're do not give them money,0
UgynddxuuXbCp7Y4PMt4AaABAg,Lestat,2 days ago,1531936239354,how can he talk to Putin...? when hes orange mouth is full of russian sausage....,1,false,0,,,,,,
UgwkTpi8QFDcbB4S-Cx4AaABAg,Lucky Franky,2 days ago,1531936239363,Trump deserve the Nobel peace price for this!,38,true,6,,,,,,
,,,,,,,,UgwkTpi8QFDcbB4S-Cx4AaABAg.8ioZBht-OD38iomrq7POyk,Timothy Janssen,2 days ago,1531936240027,No need for that worthless prize. Obama did nothing to earn his.,3
,,,,,,,,UgwkTpi8QFDcbB4S-Cx4AaABAg.8ioZBht-OD38ionE1yQgpc,M Skallywagg,2 days ago,1531936240031,Lucky Franky great trolling,1
,,,,,,,,UgwkTpi8QFDcbB4S-Cx4AaABAg.8ioZBht-OD38ioqO5MQrGc,William Bravo,2 days ago,1531936240037,"Lucky Franky Rt commenters are dumb, but also amazingly lacking in creativity. Possibly the world's worse trolls.",0
,,,,,,,,UgwkTpi8QFDcbB4S-Cx4AaABAg.8ioZBht-OD38ior7pe8i4D,William Bravo,2 days ago,1531936240041,"Timothy Janssen $905,001.92 as of today's Kroner to US$. Plus a gold medal. Not exactly chump change. And it's bestowed, not earned.",0
